date,opening,high,low,closing,volume
2025/03/19,446.00000,451.00000,444.00000,444.00000,587800.00000
2025/03/18,447.00000,449.00000,444.00000,446.00000,614300.00000
2025/03/17,444.00000,448.00000,442.00000,444.00000,837800.00000
2025/03/14,432.00000,438.00000,431.00000,436.00000,645600.00000
2025/03/13,446.00000,446.00000,436.00000,436.00000,563000.00000
2025/03/12,433.00000,442.00000,433.00000,440.00000,487600.00000
2025/03/11,432.00000,438.00000,427.00000,438.00000,1136200.00000
2025/03/10,445.00000,447.00000,437.00000,443.00000,900000.00000
2025/03/07,439.00000,448.00000,437.00000,444.00000,725600.00000
2025/03/06,450.00000,453.00000,443.00000,444.00000,614600.00000
2025/03/05,439.00000,446.00000,439.00000,442.00000,560400.00000
2025/03/04,443.00000,447.00000,435.00000,439.00000,1060900.00000
2025/03/03,450.00000,452.00000,441.00000,447.00000,1364800.00000
2025/02/28,455.00000,460.00000,450.00000,459.00000,928000.00000
2025/02/27,463.00000,473.00000,461.00000,469.00000,860300.00000
2025/02/26,465.00000,472.00000,460.00000,463.00000,933100.00000
2025/02/25,481.00000,485.00000,474.00000,475.00000,884200.00000
2025/02/21,490.00000,494.00000,487.00000,492.00000,664800.00000
2025/02/20,500.00000,503.00000,485.00000,486.00000,1071700.00000
2025/02/19,501.00000,509.00000,498.00000,507.00000,616300.00000
2025/02/18,505.00000,516.00000,496.00000,507.00000,699100.00000
2025/02/17,513.00000,521.00000,507.00000,507.00000,863700.00000
2025/02/14,524.00000,524.00000,510.00000,513.00000,759800.00000
2025/02/13,515.00000,529.00000,510.00000,524.00000,1053200.00000
2025/02/12,544.00000,544.00000,506.00000,512.00000,2339200.00000
2025/02/10,515.00000,547.00000,515.00000,547.00000,3601200.00000
2025/02/07,459.00000,469.00000,457.00000,467.00000,750300.00000
2025/02/06,460.00000,461.00000,456.00000,459.00000,323600.00000
2025/02/05,456.00000,462.00000,451.00000,453.00000,300200.00000
2025/02/04,457.00000,465.00000,455.00000,455.00000,370800.00000
2025/02/03,461.00000,461.00000,447.00000,450.00000,925200.00000
2025/01/31,474.00000,476.00000,462.00000,462.00000,577000.00000
2025/01/30,466.00000,470.00000,456.00000,468.00000,695500.00000
2025/01/29,461.00000,463.00000,457.00000,460.00000,478100.00000
2025/01/28,459.00000,461.00000,453.00000,454.00000,707000.00000
2025/01/27,475.00000,478.00000,460.00000,462.00000,832000.00000
2025/01/24,460.00000,480.00000,452.00000,474.00000,1647000.00000
2025/01/23,453.00000,461.00000,446.00000,458.00000,901900.00000
2025/01/22,441.00000,454.00000,439.00000,449.00000,1542600.00000
2025/01/21,426.00000,426.00000,420.00000,424.00000,353500.00000
2025/01/20,408.00000,418.00000,408.00000,418.00000,476900.00000
2025/01/17,401.00000,405.00000,396.00000,404.00000,332600.00000
