date,Opening,High,Low,Closing,Volume
2024/12/26,197.42000,198.02000,197.02000,197.91000,0.00000
2024/12/25,197.00000,197.48000,196.82000,197.42000,0.00000
2024/12/24,197.01000,197.62000,196.61000,197.00000,0.00000
2024/12/23,196.59000,197.08000,196.41000,197.01000,0.00000
2024/12/20,196.80000,197.30000,195.76000,196.57000,0.00000
2024/12/19,194.68000,198.95000,194.06000,196.80000,0.00000
2024/12/18,195.08000,195.76000,194.08000,194.71000,0.00000
2024/12/17,195.50000,195.90000,194.66000,195.08000,0.00000
2024/12/16,193.86000,195.88000,193.65000,195.52000,0.00000
2024/12/13,193.44000,194.46000,192.86000,193.94000,0.00000
2024/12/12,194.38000,194.99000,192.93000,193.44000,0.00000
2024/12/11,194.05000,194.71000,192.56000,194.41000,0.00000
2024/12/10,192.80000,194.12000,192.46000,194.09000,0.00000
2024/12/09,190.99000,193.41000,190.61000,192.79000,0.00000
2024/12/06,191.52000,192.37000,190.73000,191.22000,0.00000
2024/12/05,191.30000,192.21000,190.34000,191.56000,0.00000
2024/12/04,189.58000,191.52000,189.36000,191.32000,0.00000
2024/12/03,189.30000,190.38000,188.10000,189.57000,0.00000
2024/12/02,190.62000,191.29000,188.48000,189.30000,0.00000
2024/11/29,192.25000,192.31000,190.16000,190.67000,0.00000
2024/11/28,191.61000,192.47000,191.38000,192.27000,0.00000
2024/11/27,192.44000,192.62000,190.69000,191.60000,0.00000
2024/11/26,193.77000,194.01000,192.04000,192.44000,0.00000
2024/11/25,194.09000,194.61000,193.28000,193.78000,0.00000
2024/11/22,194.54000,194.80000,192.86000,193.96000,0.00000
2024/11/21,196.64000,196.74000,194.37000,194.55000,0.00000
2024/11/20,196.13000,197.78000,195.94000,196.66000,0.00000
2024/11/19,196.10000,196.21000,193.60000,196.13000,0.00000
2024/11/18,194.77000,196.15000,194.37000,196.11000,0.00000
2024/11/15,197.93000,198.44000,194.30000,194.79000,0.00000
2024/11/14,197.59000,198.25000,197.09000,197.95000,0.00000
2024/11/13,197.10000,197.81000,196.66000,197.58000,0.00000
2024/11/12,197.80000,198.05000,196.89000,197.10000,0.00000
2024/11/11,197.05000,198.46000,196.93000,197.81000,0.00000
2024/11/08,198.62000,198.92000,196.74000,197.18000,0.00000
2024/11/07,199.15000,199.56000,198.33000,198.62000,0.00000
2024/11/06,197.74000,199.52000,197.36000,199.17000,0.00000
2024/11/05,197.12000,197.87000,197.02000,197.74000,0.00000
2024/11/04,197.52000,197.89000,196.50000,197.12000,0.00000
2024/11/01,196.08000,198.35000,195.78000,197.74000,0.00000
2024/10/31,198.81000,198.89000,195.39000,196.05000,0.00000
2024/10/30,199.54000,199.78000,198.20000,198.81000,0.00000
2024/10/29,198.76000,199.71000,198.04000,199.51000,0.00000
2024/10/28,198.26000,199.35000,197.82000,198.76000,0.00000
2024/10/25,196.99000,197.77000,196.40000,197.45000,0.00000
2024/10/24,197.26000,197.63000,196.43000,196.98000,0.00000
2024/10/23,196.10000,198.43000,196.10000,197.26000,0.00000
2024/10/22,195.77000,196.52000,195.12000,196.10000,0.00000
2024/10/21,195.09000,195.90000,194.57000,195.76000,0.00000
2024/10/18,195.41000,196.05000,194.76000,195.18000,0.00000
2024/10/17,194.33000,195.60000,193.85000,195.41000,0.00000
2024/10/16,195.07000,195.28000,193.71000,194.34000,0.00000
2024/10/15,195.58000,195.72000,194.65000,195.06000,0.00000
2024/10/14,194.87000,195.71000,194.63000,195.59000,0.00000
2024/10/11,194.00000,195.23000,193.86000,194.85000,0.00000
2024/10/10,194.98000,195.50000,193.58000,193.97000,0.00000
2024/10/09,194.24000,195.25000,193.59000,195.00000,0.00000
2024/10/08,193.83000,194.36000,192.89000,194.24000,0.00000
2024/10/07,195.15000,195.62000,193.34000,193.83000,0.00000
2024/10/04,192.78000,195.52000,191.74000,195.09000,0.00000
2024/10/03,194.21000,195.17000,192.13000,192.78000,0.00000
2024/10/02,190.82000,194.42000,190.42000,194.23000,0.00000
2024/10/01,192.05000,193.36000,189.87000,190.82000,0.00000
2024/09/30,190.03000,192.30000,189.57000,192.05000,0.00000
2024/09/27,194.23000,195.95000,190.02000,190.15000,0.00000
2024/09/26,192.73000,194.34000,192.51000,194.23000,0.00000
2024/09/25,192.07000,193.26000,191.80000,192.76000,0.00000
2024/09/24,191.67000,193.32000,191.34000,192.07000,0.00000
2024/09/23,191.66000,192.43000,190.14000,191.67000,0.00000
2024/09/20,189.50000,191.98000,188.72000,191.71000,0.00000
2024/09/19,187.76000,190.38000,187.43000,189.49000,0.00000
2024/09/18,187.34000,188.04000,185.83000,187.77000,0.00000
2024/09/17,185.87000,187.45000,185.29000,187.37000,0.00000
2024/09/16,184.75000,186.04000,183.79000,185.87000,0.00000
2024/09/13,186.16000,186.21000,184.37000,184.79000,0.00000
2024/09/12,185.61000,186.73000,185.29000,186.16000,0.00000
2024/09/11,186.28000,186.37000,183.72000,185.62000,0.00000
2024/09/10,187.14000,188.09000,185.74000,186.27000,0.00000
2024/09/09,186.64000,188.12000,186.43000,187.16000,0.00000
2024/09/06,189.05000,189.45000,186.52000,186.84000,0.00000
2024/09/05,188.87000,189.77000,188.07000,189.07000,0.00000
2024/09/04,190.65000,190.85000,188.80000,188.86000,0.00000
